SeriesId,Year,Ratio
1101,1983,0.0
1101,1984,0.0
1101,1985,0.0
1101,1986,0.0
1101,1987,0.0
1101,1988,0.0
1101,1989,0.0
1101,1990,0.34780510781
1101,1991,0.0551806137171
1101,1992,0.142345920881
1101,1993,0.519160499729
1101,1994,0.0975009157165
1101,1995,0.117729411592
1101,1996,0.435644908727
1101,1997,0.0755840042688
1101,1998,0.16555029222
1101,1999,0.377664404288
1101,2000,0.133413775797
1101,2001,0.143112421605
1101,2002,0.420270819564
1101,2003,0.146046874936
1101,2004,0.399639367568
1101,2005,0.480233307856
1101,2006,0.197357683162
1101,2007,0.168683146703
1101,2008,0.412133719955
1101,2009,0.336846697496
1101,2010,0.434932500412
1101,2011,0.514001308884
1101,2012,0.11558596222
1101,2013,0.0
1101,2014,0.0
1101,2015,0.0
1102,1983,0.0
1102,1984,0.0
1102,1985,0.0
1102,1986,0.0
1102,1987,0.0
1102,1988,0.0
1102,1989,0.0
1102,1990,0.0144553580834
1102,1991,0.0210258259973
1102,1992,0.0354282302418
1102,1993,0.170581373707
1102,1994,0.0298294452202
1102,1995,0.0384566603842
1102,1996,0.285092532256
1102,1997,0.0125002036561
1102,1998,0.276527671786
1102,1999,0.0637815657347
1102,2000,0.0853072602976
1102,2001,0.0928640211565
1102,2002,0.175564585948
1102,2003,0.140038586427
1102,2004,0.416896277418
1102,2005,0.225373000742
1102,2006,0.197394572817
1102,2007,0.184666802942
1102,2008,0.185838693376
1102,2009,0.39327534396
1102,2010,0.242692251058
1102,2011,0.384431905421
1102,2012,0.241360627693
1102,2013,0.122680909167
1102,2014,0.0381118807042
1102,2015,0.0
1103,1983,0.0
1103,1984,0.0
1103,1985,0.0
1103,1986,0.0
1103,1987,0.0
1103,1988,0.0
1103,1989,0.0
1103,1990,0.0159265411543
1103,1991,0.0229649356474
1103,1992,0.0373804364274
1103,1993,0.172104430415
1103,1994,0.031369415067
1103,1995,0.040013679985
1103,1996,0.284899222315
1103,1997,0.008411243677
1103,1998,0.272893765296
1103,1999,0.0527052884874
1103,2000,0.0734251827342
1103,2001,0.0522496479521
1103,2002,0.112225209252
1103,2003,0.0749217047737
1103,2004,0.352928838625
1103,2005,0.161779924961
1103,2006,0.119235524333
1103,2007,0.111072245854
1103,2008,0.114004502921
1103,2009,0.307517845667
1103,2010,0.193869312724
1103,2011,0.307713624494
1103,2012,0.147918494236
1103,2013,0.070825605725
1103,2014,0.0381118807042
1103,2015,0.0
1104,1983,0.0
1104,1984,0.0
1104,1985,0.0
1104,1986,0.0
1104,1987,0.0
1104,1988,0.0
1104,1989,0.0
1104,1990,0.0140007016851
1104,1991,0.0210258259973
1104,1992,0.0354282302418
1104,1993,0.169531754289
1104,1994,0.0293897319117
1104,1995,0.0380196418222
1104,1996,0.0713796233684
1104,1997,0.00639017743784
1104,1998,0.0610389746405
1104,1999,0.0506571562924
1104,2000,0.0734251827342
1104,2001,0.0522496479521
1104,2002,0.111691366592
1104,2003,0.0683775994881
1104,2004,0.346411506716
1104,2005,0.155288296659
1104,2006,0.113277240937
1104,2007,0.105132361418
1104,2008,0.108083299642
1104,2009,0.301614583557
1104,2010,0.383004619786
1104,2011,0.496155657026
1104,2012,0.33453330405
1104,2013,0.256679681622
1104,2014,0.0381118807042
1104,2015,0.0
1105,1983,0.0
1105,1984,0.0
1105,1985,0.0
1105,1986,0.0
1105,1987,0.0
1105,1988,0.0
1105,1989,0.0
1105,1990,0.897126960779
1105,1991,0.900438609738
1105,1992,0.942123781095
1105,1993,0.946866012049
1105,1994,0.953051317705
1105,1995,0.967318241401
1105,1996,0.967585870691
1105,1997,0.966607917194
1105,1998,0.966950605999
1105,1999,0.967941742543
1105,2000,0.971403256176
1105,2001,0.971710524669
1105,2002,0.971985023366
1105,2003,0.971792544053
1105,2004,0.976816576095
1105,2005,0.989188683107
1105,2006,0.977290421414
1105,2007,0.971176819035
1105,2008,0.971009018286
1105,2009,0.970838113136
1105,2010,0.970072395168
1105,2011,0.960671277214
1105,2012,0.955671886667
1105,2013,0.0
1105,2014,0.0
1105,2015,0.0
1201,1983,0.0
1201,1984,0.0
1201,1985,0.0
1201,1986,0.0
1201,1987,0.0
1201,1988,0.0
1201,1989,0.0
1201,1990,0.34780510781
1201,1991,0.0551806137171
1201,1992,0.142345920881
1201,1993,0.519160499729
1201,1994,0.0975009157165
1201,1995,0.117729411592
1201,1996,0.435644908727
1201,1997,0.0755840042688
1201,1998,0.16555029222
1201,1999,0.377664404288
1201,2000,0.133413775797
1201,2001,0.143112421605
1201,2002,0.420270819564
1201,2003,0.146046874936
1201,2004,0.399639367568
1201,2005,0.480233307856
1201,2006,0.197357683162
1201,2007,0.168683146703
1201,2008,0.412133719955
1201,2009,0.336846697496
1201,2010,0.434932500412
1201,2011,0.514001308884
1201,2012,0.11558596222
1201,2013,0.0
1201,2014,0.0
1201,2015,0.0
1301,1983,0.0
1301,1984,0.0
1301,1985,0.0
1301,1986,0.0
1301,1987,0.0
1301,1988,0.0
1301,1989,0.0
1301,1990,0.358040002595
1301,1991,0.12940382049
1301,1992,0.148955641968
1301,1993,0.532606080658
1301,1994,0.187301435418
1301,1995,0.15834324071
1301,1996,0.436276814314
1301,1997,0.131531428463
1301,1998,0.185070830573
1301,1999,0.390090660906
1301,2000,0.234979031987
1301,2001,0.147312025403
1301,2002,0.426205956953
1301,2003,0.15356761814
1301,2004,0.498636939167
1301,2005,0.492782022166
1301,2006,0.197664372533
1301,2007,0.260319081422
1301,2008,0.440326541076
1301,2009,0.336846697496
1301,2010,0.529967268435
1301,2011,0.109479563942
1301,2012,0.11558596222
1301,2013,0.0
1301,2014,0.0
